Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2010-02-25,295.2165222167969,296.58424169497283,293.2901501305535,296.58424169497283,2672984
2010-02-26,293.5019226074219,299.9552663754062,287.4723946288876,295.5438714548337,3015934
2010-03-02,294.041259765625,296.2758453133086,290.8820067770455,293.57892604517707,4053352
2010-03-03,296.1795959472656,298.2022858708079,294.4073437060815,296.27591451505333,2754742
2010-03-04,294.31103515625,296.6611988841569,291.65263318871007,295.8906503156266,2053606
2010-03-05,293.8101501464844,295.4861073372832,292.8662469931869,294.73481780453034,1287312
2010-03-08,293.8486633300781,296.66116053862345,292.9239957612511,295.7364929697964,3015740
2010-03-09,296.1603698730469,299.9360534471682,293.9643015802047,293.9643015802047,3457732
2010-03-10,300.5330505371094,302.22826594674916,292.80830970133104,294.23382854371937,4587874
2010-03-11,304.9830627441406,306.25448648068357,297.4124384402767,300.5331502120569,3214030
2010-03-12,307.0443115234375,308.2193932571758,305.137199324604,308.2193932571758,2510976
2010-03-15,315.15447998046875,315.92502883127673,304.8098710644854,307.0444580287716,6054434
2010-03-16,319.392333984375,320.52889765637275,314.3067094880832,316.502777283672,3088856
2010-03-17,323.9001770019531,325.90360848739834,319.77773641975057,321.318833944665,4174794
2010-03-18,318.17864990234375,325.5566593396393,316.117442589555,325.5566593396393,3724554
2010-03-19,316.27166748046875,321.49212929819265,310.242115561429,310.242115561429,4716624
2010-03-22,318.8529968261719,321.241702155907,310.58888201867063,313.9600320966461,3310110
2010-03-23,319.257568359375,320.9335022121146,316.73400280106705,319.77767927497615,1694964
2010-03-25,319.7005310058594,322.39745044423296,315.15430008422675,317.50446333155804,5517582
2010-03-26,317.87054443359375,322.089302561346,316.81104014885244,319.77765684918324,1997806
2010-03-29,312.8235168457031,319.5080174903021,311.5135746342643,317.46606811446657,3443266
2010-03-30,308.2193908691406,314.42229670427275,307.12136869527865,311.5327399148745,3097160
2010-03-31,300.7643737792969,311.0126601425157,299.4736908420393,308.21942163395795,7083046
2010-04-01,311.2245178222656,311.9950662811052,301.322965423122,302.9603808981562,5781432
2010-04-05,309.5100402832031,314.76904287815773,307.93042536152706,314.76904287815773,3001836
2010-04-06,306.6976623535156,311.64845219495896,305.19510639608,311.64845219495896,3702366
2010-04-07,307.4681091308594,311.68686685249867,300.95698844421753,304.3666561353201,3024558
2010-04-08,308.0075378417969,311.10899119336267,304.3666910746211,306.67833682961816,4494438
2010-04-09,304.9830627441406,311.26305133408584,303.6924035149497,308.9899240329713,3018012
2010-04-12,307.4873962402344,308.21942678495907,304.40520197238476,304.7519582336283,2869882
2010-04-13,316.2523498535156,317.3889135622545,303.3071448220013,308.21939137199246,8404916
2010-04-15,316.57989501953125,321.66552045056216,315.55890872484963,316.695472605748,4290952
2010-04-16,314.0371398925781,319.0071888348867,312.7849981489629,315.5397193910292,3810958
2010-04-19,312.8235168457031,317.85134246897445,308.5084393721591,312.07222715135674,6947704
2010-04-20,304.1741638183594,320.798764951848,303.2109777391372,317.85140614331414,12016986
2010-04-21,302.44036865234375,307.8342096219397,300.6103154662309,306.29311220205517,7107490
2010-04-22,302.8062744140625,305.77289057684686,300.89916234403887,304.0198740838798,4751116
2010-04-23,300.5910339355469,305.13726628061136,299.55078855198906,303.61542798941366,4306068
2010-04-26,302.4787902832031,304.75191765921033,300.59096065465496,302.82554649827983,2512548
2010-04-27,303.3263854980469,304.3281125686261,300.918421648489,302.80627471265115,2621234
2010-04-28,296.77679443359375,302.03579813830953,294.73484530642173,300.5139599202732,2400382
2010-04-29,292.71221923828125,298.68397231257325,291.1133211058255,298.6261717476767,4622964
2010-04-30,294.88897705078125,297.7399929397465,293.79093111800904,294.734857915041,3690224
2010-05-03,295.42840576171875,297.2006821141568,290.53541616963935,293.2901375408324,2416560
2010-05-04,293.1937255859375,298.5297649306356,291.57556891512814,298.5297649306356,2896028
2010-05-05,295.0238037109375,295.8906709108717,285.16079075335284,288.95573331139815,4371230
2010-05-06,295.5439147949219,297.00797599009803,292.5002618447897,295.87141206869666,2580872
2010-05-07,285.6423034667969,293.81009775693576,283.176539161864,291.65257162657286,4267152
2010-05-10,296.7575378417969,324.7862439475946,287.0293614957983,292.80847615678755,2327814
2010-05-11,291.38299560546875,300.12872833576745,290.4583512447967,298.5876308860331,1351288
2010-05-12,292.5965881347656,295.87141986716347,289.37953344141954,291.65266134413645,2740076
2010-05-13,294.9660949707031,297.89419475550613,293.36722019120674,294.77345775520104,1321452
2010-05-14,294.2919006347656,299.3582694269351,290.88223091034234,295.12025016863873,2026996
2010-05-17,287.3183898925781,298.56840731419106,282.82993363128725,298.56840731419106,3722050
2010-05-18,283.2151184082031,287.4146175343191,279.82470939235486,287.4146175343191,3199180
2010-05-19,277.975341796875,282.4059952004288,275.97191120699637,281.2501725734148,3929266
2010-05-20,281.2501525878906,282.13627850257933,275.9141145784612,280.86487840626336,2398092
2010-05-21,276.8966064453125,279.67058573100854,264.0091781604037,273.5447157882329,2675092
2010-05-24,276.4727478027344,281.2501571383152,274.58491839137906,279.3237861990117,2885428
2010-05-25,269.5186767578125,275.0858960232439,266.4364818443868,272.77424983817457,2297366
2010-05-26,284.3324279785156,286.95228846550623,271.2716200514406,272.77419919890116,3689464
2010-05-27,285.8157043457031,288.93644000422404,280.1714504674528,283.17658503414793,6883872
2010-05-28,289.26397705078125,290.30422249802393,283.36928420344606,288.8787027010825,2479374
2010-05-31,286.2779541015625,290.0729186100578,284.3323243359218,288.3777029341971,3327660
2010-06-01,284.7947998046875,289.7070476909778,283.06106525658504,286.2780966230633,3136912
2010-06-02,290.59307861328125,292.61576825560104,283.677401704581,284.25531303095806,2769330
2010-06-03,294.9082336425781,296.27595277874815,287.06788710292017,292.8084838905703,1684434
2010-06-04,294.86962890625,296.5455859521864,290.95910949627836,294.90817043924784,1368210
2010-06-07,290.207763671875,291.9607564128398,283.56178435114504,288.91710463018853,1734922
2010-06-08,289.0328063964844,293.57903877684964,287.7999238402975,290.4968441440218,2242222
2010-06-09,282.42523193359375,292.24972348837787,281.6354245704788,289.7261823214775,4867400
2010-06-10,289.1484069824219,290.1115928817637,281.25028260781875,281.25028260781875,1796036
2010-06-11,292.4617919921875,294.0799491993581,289.34107871179555,293.502037590746,3237024
2010-06-14,300.8992919921875,303.24945631354245,292.03798121648924,294.09918975168017,3550492
2010-06-15,298.9869384765625,303.51410143973084,295.2988924516674,295.2988924516674,2642976
2010-06-16,302.3824768066406,304.3923853797871,299.45543936242245,303.28009685880915,2328816
2010-06-17,302.57733154296875,306.2849088613187,298.05019402972295,303.24079751135895,1528920
2010-06-18,305.66058349609375,307.88513537298456,301.38710664685465,302.57742972387774,2225672
2010-06-21,307.416748046875,309.87545279492116,306.2068925662172,309.4461638367905,1907428
2010-06-22,303.884765625,306.94838588609184,301.796799820453,306.36297892000266,1468324
2010-06-23,306.8702697753906,307.90449808453417,300.4503031441444,300.5088533579699,2959524
2010-06-24,301.85540771484375,307.72898729936895,299.61134724943935,306.87038548768095,3777510
2010-06-25,296.0209045410156,302.7725960835643,295.0842435021609,302.7725960835643,2037322
2010-06-28,298.4600524902344,299.39671337627414,295.6696024582925,296.00134743972467,1153124
2010-06-29,294.1865234375,298.55756709231764,292.31322581979856,298.55756709231764,2614662
2010-06-30,293.0937805175781,296.5672050211951,289.28863489834197,294.6548658998289,3316516
2010-07-01,285.6785583496094,292.70344093197684,283.2393630085096,292.70344093197684,3407744
2010-07-02,290.2838439941406,291.1424457832937,285.2298249232578,286.771401618739,2943550
2010-07-05,288.4105529785156,292.2742492109386,287.66902782028495,292.23520778034623,2165596
2010-07-06,296.2744445800781,297.3476905741411,287.18110491962096,287.43479077359757,2760904
2010-07-07,298.40155029296875,299.49432944270416,292.29381620533024,297.1527006708934,2152934
2010-07-08,303.1629638671875,304.0215661222191,300.3725363136938,301.28966501457404,2187564
2010-07-09,302.2456359863281,305.97272242012093,300.80162730268904,304.41163710165097,1836666
2010-07-12,308.97784423828125,309.8754636131563,304.33360546962194,304.33360546962194,2725776
2010-07-13,302.32379150390625,309.0949917057114,300.33339279545197,309.0949917057114,5545886
2010-07-14,302.32379150390625,306.24601485429787,300.60658757742954,303.6311913472771,2833842
2010-07-15,305.23114013671875,306.32391871097553,298.6550789937448,300.89913871829754,3795536
2010-07-16,325.3497009277344,327.24250733351676,310.2657046274846,310.2657046274846,19135452
2010-07-19,322.6373291015625,325.7594998947161,321.2908881829605,324.4911180099975,3027924
2010-07-20,322.8520812988281,325.7010583340847,321.97397047027283,322.6374367492374,2342062
2010-07-21,328.9989318847656,329.70141594323815,323.76928334448525,324.7059446359727,2943720
2010-07-22,329.2720031738281,330.16962267946866,324.90095848777503,328.99880841464784,1362882
2010-07-23,327.5546875,331.7305950487856,325.9155433251169,331.7305950487856,1894472
2010-07-26,331.43798828125,332.3551165482069,327.984095900277,328.76463870458963,2766490
2010-07-27,331.3989562988281,335.55533225939604,330.2476509483354,333.682034374332,2106602
2010-07-28,333.4673156738281,334.8332652181949,330.5597897367649,332.1208749303269,4359228
2010-07-29,332.5088806152344,334.4648152070887,332.1176936968635,334.4648152070887,5331904
2010-07-30,328.5188293457031,332.5089414179504,326.64113656939827,332.1177544280469,1283426
2010-08-02,327.9320983886719,331.90265648633203,327.42356000022426,329.77068229413265,2827762
2010-08-03,325.4871520996094,330.3574352272143,324.11799754271743,328.98828067032235,1281552
2010-08-04,339.8632507324219,341.1150538704811,326.97363468995115,327.0323222886723,5583934
2010-08-05,343.4034118652344,345.18333136763977,338.6309507687756,341.1149780423612,2912950
2010-08-06,338.2594299316406,345.6137413272658,336.67512723389564,344.24458672098916,2437734
2010-08-09,344.1859130859375,345.6919975396683,330.9833502752555,336.87073442213403,4259986
2010-08-10,338.18121337890625,346.20054810911745,336.96854304333965,346.20054810911745,1545194
2010-08-11,335.69732666015625,341.5064474005205,334.38683513079616,337.20338792582896,4020248
2010-08-12,333.858642578125,335.2082428778998,331.022536041045,335.2082428778998,2278092
2010-08-13,334.2301940917969,337.55528370860554,327.81471751596064,335.2472707770624,2589906
2010-08-16,334.1127624511719,337.4182969341819,332.0394764037727,335.24721414986624,1319098
2010-08-17,332.58721923828125,336.812034406828,330.1618548656943,332.54808620940116,1733196
2010-08-18,340.7629699707031,342.6015535586423,332.50893421305426,333.6824951573356,2888916
2010-08-19,341.134765625,344.5967863930414,339.27662657402686,341.89758537905453,2148534
2010-08-20,339.9219665527344,344.2054692063988,337.59439900337696,339.9415211285453,1746396
2010-08-23,340.4892578125,342.46474787150777,335.2668957566787,336.42090246478523,1049830
2010-08-24,340.6065368652344,344.98783618440586,338.37676611674743,340.3327011810061,2650474
2010-08-25,340.8020324707031,344.8312527703844,338.8852071079049,341.1149772158539,2379968
2010-08-26,342.87548828125,343.8534560173631,336.5186979965149,341.8975205451369,4204428
2010-08-27,334.8756408691406,341.5062655774048,332.90015121004757,341.1541877119123,1276514
2010-08-30,330.8074035644531,337.51624846815,328.63629590823314,337.51624846815,1558570
2010-08-31,330.06414794921875,331.60934192077764,324.7635670003494,328.59719618055556,2447874
2010-09-01,335.7948913574219,336.8119678888534,328.5970418427838,329.3794157519333,2745484
2010-09-02,330.200927734375,339.35471282383304,329.18385111383924,339.35471282383304,2758800
2010-09-03,327.5408935546875,333.09575412388233,326.68027731841875,332.50897358226655,2777970
2010-09-06,334.601806640625,335.44286828065594,327.8147214217956,327.8147214217956,2287978
2010-09-07,340.8608703613281,342.24960366859216,334.85615792103755,335.6385321217876,2484236
2010-09-08,343.87298583984375,345.37907037072716,335.99058077996233,337.9856252675344,4189478
2010-09-09,342.17120361328125,345.2224568132839,340.86071310591757,345.026863353333,2938158
2010-09-13,344.1467590332031,347.76523873886623,340.60652150181323,340.86077872300206,2349410
2010-09-14,350.249267578125,351.67710966504865,344.3619080591867,345.4181177244026,3071038
2010-09-15,357.8578796386719,359.65735424891574,351.6771295235021,352.068316541882,5560394
2010-09-16,350.2688903808594,357.32981178274173,338.18120111444716,355.19783760777096,2334264
2010-09-17,357.4667053222656,359.40308590728415,352.1074382047968,352.1074382047968,3007978
2010-09-20,356.8603820800781,360.6353466177426,354.68929875386425,358.71852054527994,2419108
2010-09-21,373.17279052734375,374.7570928775342,356.09747084733596,356.7624934282998,4997184
2010-09-22,365.8576965332031,375.5395762329591,363.80396447567915,373.9748279986551,4031066
2010-09-23,364.3321533203125,369.78921899858756,362.94344367219185,367.7159318178273,3327236
2010-09-24,364.5667419433594,366.894309448513,361.8479874247736,365.0165926831101,2738784
2010-09-27,362.8651123046875,368.2830674860281,360.67447428897265,365.7599061390341,3423290
2010-09-28,359.75518798828125,363.92131583663075,357.58408071214285,361.9458259659536,2521714
2010-09-29,360.0290222167969,366.6400934686445,357.89707171580375,361.84805170285006,3370194
2010-09-30,362.6108703613281,363.80398618595234,357.9948675699006,361.8480507763505,7560924
2010-10-01,376.1654968261719,377.88672957553274,360.67449758658506,362.63043303987456,3326156
2010-10-04,373.8965759277344,381.407372029078,372.801256967909,378.1800788811396,2140956
2010-10-05,371.7255554199219,377.8671978905961,370.1216978015154,371.62775864133204,2211664
2010-10-06,375.4027099609375,378.6300035350389,371.62774489652236,371.62774489652236,1838960
2010-10-07,371.15826416015625,377.8866861209797,367.08993321084523,375.53956384693635,1972940
2010-10-08,368.7330322265625,373.46641150611833,339.94166486764254,369.30025842188655,2695996
2010-10-11,368.0679931640625,373.1729806155877,363.4324111841781,368.7329922076097,3065370
2010-10-12,371.90155029296875,373.896594789143,367.3637659788348,368.75249917105435,2608902
2010-10-13,388.3899841308594,390.2872553124284,371.2755537299349,373.95519887268904,5350604
2010-10-14,385.7300720214844,392.7518859123826,384.2826748380079,389.974466787573,2949086
2010-10-15,371.7450256347656,395.4900828627884,369.6717391744165,390.7958385558117,5717798
2010-10-18,383.8522644042969,384.9280287121815,363.80392957553744,379.451410417496,4480734
2010-10-19,378.5711975097656,386.2580311687972,377.14335549129856,384.14561193964335,2200912
2010-10-20,376.81097412109375,383.5589515969192,374.0531098409896,377.2999579961536,2206638
2010-10-21,385.7886657714844,388.7812323184511,379.45143091296325,381.03573365855294,3752354
2010-10-22,406.9128112792969,410.51176132994476,399.79322500345603,399.79322500345603,9610404
2010-10-25,417.3769226074219,419.72404445029184,405.7391101365251,408.00801368555915,5156316
2010-10-26,415.6753234863281,417.6899462168599,407.4408652560874,416.02740135952286,3507024
2010-10-27,410.0422668457031,417.318384534884,408.22328517573567,414.65829336332024,2141382
2010-10-28,411.880859375,417.61175927585884,406.83453681975135,410.7464073660951,5255690
2010-10-29,411.880859375,414.6582779124389,403.313853328042,414.6582779124389,2212398
2010-11-01,412.860595703125,417.9557045124551,411.1752713442997,412.33149781848726,1147948
2010-11-02,411.31256103515625,415.4474581759836,409.0589545403337,413.4878003543988,1565778
2010-11-03,412.62548828125,422.89407409417174,410.900980171355,411.88080888797725,2217878
2010-11-04,419.0335998535156,422.7373336304109,416.0353141162556,416.23127987891047,1717440
2010-11-08,418.6418151855469,424.22684138040796,416.27060948833514,423.2861958210504,2248586
2010-11-09,427.6365051269531,430.615175341729,418.7788616554328,420.8953015965022,3504086
2010-11-10,428.1067810058594,434.2600861946227,425.67677708838164,428.087165294293,1540224
2010-11-11,417.3091125488281,427.2053840603171,414.7615575062666,427.2053840603171,1926096
2010-11-12,413.8404235839844,419.3274638304233,410.82252274252653,415.4473329446598,1802330
2010-11-15,417.7988586425781,423.2270987851975,412.70375061035156,417.40692725548377,1389396
2010-11-16,411.0970764160156,417.9558796096747,408.47110591594327,417.79909739660536,2178076
2010-11-18,408.7061767578125,420.1505571242914,407.6087494489394,420.1505571242914,2765160
2010-11-19,397.9671630859375,411.13604888679066,394.2829982651205,409.52913967522284,2172652
2010-11-22,407.2561340332031,408.78467690956165,396.4388309626286,398.2025232407619,2221236
2010-11-23,403.7091064453125,409.56846389679276,396.79150511803164,405.2572169084055,1684448
2010-11-24,393.7932434082031,405.4532075698295,391.5200450954675,401.7298576694782,3008608
2010-11-25,400.4756164550781,408.3534542440458,394.7142184115886,395.870421162885,5855006
2010-11-26,410.4502258300781,413.0957632130841,401.7297507527621,401.7297507527621,3617826
2010-11-29,419.876220703125,422.6981082691722,411.62604377348,413.48771833470255,4518892
2010-11-30,421.7182922363281,425.65722293213537,412.74305135522343,415.6433540117342,4808408
2010-12-01,424.03070068359375,428.45949794088517,417.01511724402496,417.01511724402496,3776032
2010-12-02,429.4786682128906,430.8111973838915,421.34608747888916,427.59737738774,4095716
2010-12-03,430.08599853515625,436.21973574477136,427.65604250476474,428.4007218828518,2030112
2010-12-06,431.7908935546875,435.0439439848264,429.2825703504148,431.1246291741523,1930954
2010-12-07,426.22552490234375,431.12466886673855,424.1090851410847,431.12466886673855,2158324
2010-12-08,422.9529724121094,428.3615994882708,419.8567033740114,427.57773633144654,1984132
2010-12-09,420.3857116699219,430.06644829546946,418.62201994367393,424.7361416926934,2579902
2010-12-10,421.2872619628906,424.79503044206257,414.2716771613367,418.1909929339132,2245624
2010-12-13,421.75750732421875,423.5603827827196,410.90102314588637,419.75866610189814,2115066
2010-12-14,423.65826416015625,427.0484806306152,417.0738447792992,420.62079554869865,2615340
2010-12-15,432.5553894042969,434.4170648033992,423.8740935008911,425.2850379189351,2572034
2010-12-16,447.07623291015625,448.36962596849907,432.75116561157546,434.65202377540686,4515704
2010-12-20,457.2665100097656,461.303424021664,436.9448691658976,444.7639321192571,4514046
2010-12-21,454.9542541503906,459.44185216584356,452.2890999354945,458.16807437139784,2810642
2010-12-22,450.623291015625,458.16797320918954,445.9201125053511,457.3841101241439,3186836
2010-12-23,446.8018493652344,454.464128287679,443.7055813667838,450.72116383335043,2850924
2010-12-24,447.2331237792969,450.25102570122493,441.2169834952611,444.450419083834,1624640
2010-12-27,447.2722473144531,454.4249978075693,446.096452712845,448.76160628043874,1664936
2010-12-28,449.29052734375,451.07383425783894,446.8213883586876,447.27207117058646,1012876
2010-12-29,453.4449768066406,455.42424935116344,449.5648945402446,450.32914157012635,1042370
2010-12-30,458.63824462890625,460.4411678917822,451.70107587637244,451.70107587637244,3845552
2010-12-31,456.85504150390625,462.4792499323228,455.3461145367519,459.53976317427833,1532980
2011-01-03,453.8762512207031,461.2837176189812,452.50449109610406,457.38401868775657,1405042
2011-01-04,448.6637268066406,457.0510731332328,446.057371937046,456.16922697877555,2502868
2011-01-05,454.2289733886719,456.9529259032587,447.487771013853,448.85953120526835,3069674
2011-01-06,459.22601318359375,463.2629258370469,451.93609853855224,457.77588610632046,2846720
2011-01-07,447.84063720703125,465.1639942055861,446.07694506650466,460.91154605762523,2532724
2011-01-10,443.2353515625,450.32930228220425,439.35522006819053,449.7414050207392,3952426
2011-01-11,430.5367431640625,445.05782405302966,426.3430953447147,440.13906470026603,3768730
2011-01-12,445.2145080566406,451.348244770475,434.26004325090145,435.00472256879726,3160874
2011-01-13,440.6291198730469,453.05333297945725,437.4740512227718,442.4711793334067,5589198
2011-01-14,439.0219421386719,450.7210841900995,438.96314286340123,442.8432730698488,3151692
2011-01-17,445.7830505371094,449.3692345605281,438.9634305298768,439.43372935387197,3000212
2011-01-18,471.31719970703125,473.80595492706436,456.3453891228012,460.1275373072968,8481370
2011-01-19,467.5743103027344,473.84521471584736,464.4388580961779,471.6699756102673,2952040
2011-01-20,475.09942626953125,477.66659717006723,462.4792489523523,462.4792489523523,4545208
2011-01-21,474.8837585449219,478.1563766360459,471.88547333590105,474.2370620734554,2597404
2011-01-24,473.92364501953125,478.1565251995656,469.6320133773602,470.3178936389169,2016678
2011-01-25,465.8302917480469,477.8821876571638,462.479257650667,476.1184955729028,2467094
2011-01-27,470.8749694824219,475.0167873405244,463.88681100475003,466.22276273003195,4714118
2011-01-28,463.7886047363281,472.52377777450005,457.4678823698784,469.1474957579959,3014578
2011-01-31,455.210693359375,458.9403195662867,443.0599829390317,458.9403195662867,5940816
2011-02-01,451.5398864746094,457.36987051833523,444.8069212852136,457.36987051833523,4212708
2011-02-02,464.2205505371094,470.67871990765724,456.32945821388756,459.33279762930965,3937618
2011-02-03,464.71136474609375,469.42247111340606,459.58806532595287,465.1039569433698,1883412
2011-02-04,451.00982666015625,464.47570702574063,447.6531450132133,461.68831268190206,3457600
2011-02-07,444.0806579589844,460.7069273457459,442.2550947209056,460.7069273457459,2578382
2011-02-08,441.705322265625,451.4416246365546,439.11422422421447,444.4142170959417,5288638
2011-02-09,431.18389892578125,443.47200222681005,425.4520162414127,440.6846080546174,6012732
2011-02-10,428.2198791503906,437.54394252863653,420.85877648335435,431.8513564661285,4551822
2011-02-11,427.7684631347656,433.50029982542185,414.5381248055476,425.60920597621435,2945056
2011-02-14,436.68017578125,439.703115530991,426.7475773055243,428.31794557527786,2462548
2011-02-15,430.9484558105469,439.3106891707381,422.6451687913095,439.3106891707381,3625426
2011-02-16,430.47723388671875,435.65943039187925,424.39205638991604,433.814266707546,2464592
2011-02-17,435.463134765625,437.5242432746041,428.86761629119593,433.81426712797776,1477760
2011-02-18,427.8077087402344,444.5714247311688,424.8240175522104,435.8754977625296,4076928
2011-02-21,447.0053405761719,450.69571577793664,415.440927203472,427.92537473689106,5657800
2011-02-22,447.0641784667969,450.57785799959356,439.7030778334248,440.74345630770785,3305400
2011-02-23,441.8821105957031,449.498359914809,440.9202310804394,442.9028405939893,1879344
2011-02-24,436.48394775390625,447.0642864503057,428.43580911747927,439.31059191033336,5378830
2011-02-25,435.7968444824219,438.5253401869241,427.23831822598044,433.9320321584399,3070474
2011-02-28,435.8753967285156,450.79389713444544,431.851327540074,432.32241890967174,3229396
2011-03-01,441.4698791503906,444.4143203185791,430.90914057571854,436.9550693591683,3167804
2011-03-03,451.5594787597656,453.4439402785139,434.5995167864198,439.6639651846895,3452600
2011-03-04,445.80828857421875,456.72232779528076,444.6108626663625,456.72232779528076,2061198
2011-03-07,435.0901794433594,441.6660968858825,429.6723894853571,441.2735047997617,4184588
2011-03-08,438.80023193359375,443.1580431878049,433.8732291487194,433.8732291487194,3947902
2011-03-09,442.33355712890625,446.7698676024055,439.1143206619425,440.7043380421926,2424486
2011-03-10,435.2079772949219,440.48832169652565,431.8512957809075,440.48832169652565,1871324
2011-03-11,422.84130859375,432.7935079936202,417.4431676257513,431.85127743989307,5012882
2011-03-14,430.8895568847656,432.6365728779364,415.51956378985864,420.4662155646732,3248618
2011-03-15,427.8468933105469,430.06500035493616,418.36578443186664,422.0365110126504,3411868
2011-03-16,437.68121337890625,441.05749523916626,428.37680147319196,428.71049511264334,2677874
2011-03-17,431.06610107421875,439.2712850783407,428.96574304446256,433.8142456165863,2056102
2011-03-18,425.0790100097656,435.3845505433665,422.46826348982063,429.2993742282879,2211348
2011-03-21,420.38763427734375,428.5142714700899,418.69946910018405,428.5142714700899,2619090
2011-03-22,419.8772277832031,423.9994446057591,417.32537927400176,422.0757338371321,2657774
2011-03-23,417.85528564453125,420.4660320294799,415.0678920291014,420.4660320294799,4352248
2011-03-24,429.2601623535156,430.1042448562018,420.0734986853494,420.46609074019557,3094834
2011-03-25,439.56573486328125,443.04016520948744,433.3235111652386,438.4664578624774,4146434
2011-03-28,439.66400146484375,442.33359959220513,434.9921448371475,441.21472143980395,2248642
2011-03-29,447.04449462890625,452.22673782259864,439.3693497248566,439.7030433426277,3159588
2011-03-30,452.2464904785156,456.97724487202936,449.4787446826954,450.6957707157128,2294770
2011-03-31,464.78973388671875,470.3252721629686,452.26603800646063,452.26603800646063,7394126
2011-04-01,463.3175964355469,470.6198002265565,460.3339059312878,465.2216586181184,1799624
2011-04-04,476.2927551269531,477.3920322655233,464.8290840480095,465.2216761798068,2311616
2011-04-05,486.75555419921875,488.3651730465258,472.5829817356777,477.01929390095626,2891014
2011-04-06,479.688720703125,489.54277432597195,476.66578024323593,486.4216858261663,2422352
2011-04-07,470.79656982421875,478.96250714842233,469.2066000916865,478.96250714842233,2149016
2011-04-08,469.5402526855469,476.60691200690127,465.1235906097004,469.8935952363847,1983768
2011-04-11,462.63037109375,469.1473879864542,461.41334561344513,463.3174070175795,2256232
2011-04-13,475.0757751464844,479.5120858352894,461.02100422028883,461.2957995696418,3757530
2011-04-15,467.7341613769531,478.923034405388,463.2586025808127,477.7452582971317,7566770
2011-04-18,449.3610534667969,476.01807526649156,447.57478758815154,470.32548797464483,7765454
2011-04-19,457.2520751953125,459.09728712427136,447.55506789381906,449.3609822672174,3120224
2011-04-20,478.4520263671875,480.5327838983772,463.08208228010267,463.1802303160296,5338548
2011-04-21,468.0091247558594,489.0913534213275,459.66654099213287,487.2068918016282,17333968
